cost,cost_source,input_tokens,model,num_retries,output_tokens,run_id,runtime_s,success,timestamp,task
0.003115,provider,1421,gpt_5_5_parser,1,59,p5__B,1.4815876659999958,True,1783558687.9389582,vortex_open_detection_strict_parser
0.008875,provider,1421,gpt_5_5_parser,1,59,p5__B,2.0361309590000474,True,1783558688.3643332,vortex_open_detection_strict_parser
0.016765,provider,1433,gpt_5_5_parser,1,320,p5__B,5.62214999999992,True,1783558690.570976,vortex_open_detection_strict_parser
0.013938,provider,2631,gemini_3_1_pro,1,723,p1__B,8.586454125,True,1783556474.221083,vortex_closed_binary
0.014418,provider,2631,gemini_3_1_pro,1,763,p1__B,8.598799458999999,True,1783556474.238753,vortex_closed_binary
0.015954,provider,2631,gemini_3_1_pro,1,891,p1__B,9.481305334000002,True,1783556475.1455941,vortex_closed_binary
0.018258,provider,2631,gemini_3_1_pro,1,1083,p1__B,11.823370915999998,True,1783556477.475691,vortex_closed_binary
0.018462,provider,2631,gemini_3_1_pro,1,1100,p1__B,11.943834207999998,True,1783556477.613325,vortex_closed_binary
0.02151,provider,2631,gemini_3_1_pro,1,1354,p1__B,13.500256666999999,True,1783556479.158156,vortex_closed_binary
0.021486,provider,2631,gemini_3_1_pro,1,1352,p1__B,14.821356708,True,1783556480.4502988,vortex_closed_binary
0.01731,provider,2631,gemini_3_1_pro,1,1004,p1__B,10.364250583,True,1783556484.622734,vortex_closed_binary
0.017958,provider,2631,gemini_3_1_pro,1,1058,p1__B,10.940393082999996,True,1783556485.19564,vortex_closed_binary
0.131328,provider,15786,gemini_3_1_pro,6,8313,p1__B,14.287210624999986,False,1783556587.775666,vortex_closed_binary
0.05471,provider,10372,claude_opus_4_8,1,114,p1__B,4.870134084000001,True,1783556461.044207,vortex_closed_binary
0.055185,provider,10372,claude_opus_4_8,1,133,p1__B,4.902314833999999,True,1783556461.051887,vortex_closed_binary
0.05491,provider,10372,claude_opus_4_8,1,122,p1__B,4.894555292000001,True,1783556461.083793,vortex_closed_binary
0.054935,provider,10372,claude_opus_4_8,1,123,p1__B,4.986956083999999,True,1783556461.1653252,vortex_closed_binary
0.05531,provider,10372,claude_opus_4_8,1,138,p1__B,5.238816417000001,True,1783556461.3927639,vortex_closed_binary
0.054735,provider,10372,claude_opus_4_8,1,115,p1__B,5.257683042,True,1783556461.442972,vortex_closed_binary
0.055035,provider,10372,claude_opus_4_8,1,127,p1__B,5.481862624999999,True,1783556461.652864,vortex_closed_binary
0.05466,provider,10372,claude_opus_4_8,1,112,p1__B,5.758466459,True,1783556461.921729,vortex_closed_binary
0.05521,provider,10372,claude_opus_4_8,1,134,p1__B,4.242333249999998,True,1783556465.319349,vortex_closed_binary
0.054735,provider,10372,claude_opus_4_8,1,115,p1__B,4.526347667000001,True,1783556465.59725,vortex_closed_binary
0.000672217,provider,5481,qwen3_vl,1,68,p1__B,2.311130666,True,1783556452.745755,vortex_closed_binary
0.000672217,provider,5481,qwen3_vl,1,68,p1__B,2.5608696670000004,True,1783556452.7909691,vortex_closed_binary
0.000672217,provider,5481,qwen3_vl,1,68,p1__B,2.3944175000000003,True,1783556452.8610299,vortex_closed_binary
0.000672217,provider,5481,qwen3_vl,1,68,p1__B,2.657703042,True,1783556452.9029,vortex_closed_binary
0.000672217,provider,5481,qwen3_vl,1,68,p1__B,2.699888166,True,1783556452.937249,vortex_closed_binary
0.000672217,provider,5481,qwen3_vl,1,68,p1__B,2.536384333,True,1783556452.9618711,vortex_closed_binary
0.000672217,provider,5481,qwen3_vl,1,68,p1__B,2.8748373750000003,True,1783556453.232109,vortex_closed_binary
0.000676312,provider,5481,qwen3_vl,1,77,p1__B,2.3532427909999996,True,1783556455.324063,vortex_closed_binary
0.000672217,provider,5481,qwen3_vl,1,68,p1__B,2.408073583,True,1783556455.4089751,vortex_closed_binary
0.00516775,provider,20476,qwen3_vl,1,65,p1__B,5.614536375,True,1783556456.1204429,vortex_closed_binary
0.01011,provider,1566,gpt_5_5_parser,1,76,p4__V2,1.9061799999999494,True,1783558676.0045598,vortex_open_detection_free_parser
0.009995,provider,1549,gpt_5_5_parser,1,75,p4__V2,1.9373636669999996,True,1783558676.0368252,vortex_open_detection_free_parser
0.00999,provider,1548,gpt_5_5_parser,1,75,p4__V2,1.945219957999825,True,1783558676.043536,vortex_open_detection_free_parser
0.01007,provider,1552,gpt_5_5_parser,1,77,p4__V2,2.084431499999937,True,1783558676.182167,vortex_open_detection_free_parser
0.00991,provider,1550,gpt_5_5_parser,1,72,p4__V2,2.0936764579998908,True,1783558676.1954958,vortex_open_detection_free_parser
0.01006,provider,1538,gpt_5_5_parser,1,79,p4__V2,2.109999000000016,True,1783558676.21067,vortex_open_detection_free_parser
0.010115,provider,1555,gpt_5_5_parser,1,78,p4__V2,2.2716291670001283,True,1783558676.3695,vortex_open_detection_free_parser
0.01011,provider,1566,gpt_5_5_parser,1,76,p4__V2,2.1948417080000127,True,1783558678.206155,vortex_open_detection_free_parser
0.010045,provider,1547,gpt_5_5_parser,1,77,p4__V2,2.206630708000148,True,1783558678.2477682,vortex_open_detection_free_parser
0.02726,provider,1504,gpt_5_5_parser,1,658,p4__V2,10.831721833000074,True,1783558684.934347,vortex_open_detection_free_parser
0.01028,provider,1588,gpt_5_5_parser,1,78,p4__V2,2.27183500000001,True,1783558643.055019,vortex_open_detection_free_parser
0.01003,provider,1568,gpt_5_5_parser,1,73,p4__V2,2.3945710830000735,True,1783558643.180802,vortex_open_detection_free_parser
0.010485,provider,1605,gpt_5_5_parser,1,82,p4__V2,2.4368181250001726,True,1783558643.217824,vortex_open_detection_free_parser
0.010545,provider,1617,gpt_5_5_parser,1,82,p4__V2,2.99655520899978,True,1783558643.781253,vortex_open_detection_free_parser
0.02917,provider,1628,gpt_5_5_parser,1,701,p4__V2,11.049230500000021,True,1783558651.833091,vortex_open_detection_free_parser
0.03003,provider,1674,gpt_5_5_parser,1,722,p4__V2,11.052801583000019,True,1783558651.837313,vortex_open_detection_free_parser
0.028625,provider,1657,gpt_5_5_parser,1,678,p4__V2,23.010553416999983,True,1783558663.796323,vortex_open_detection_free_parser
0.02528,provider,1600,gpt_5_5_parser,1,576,p4__V2,23.424716250000074,True,1783558666.4865139,vortex_open_detection_free_parser
0.0316,provider,1652,gpt_5_5_parser,1,778,p4__V2,28.092738416999964,True,1783558668.878137,vortex_open_detection_free_parser
0.034455,provider,1653,gpt_5_5_parser,1,873,p4__V2,30.90185058299994,True,1783558674.088609,vortex_open_detection_free_parser
0.009885,provider,1521,gpt_5_5_parser,1,76,p4__V2,1.63304070900017,True,1783558638.904361,vortex_open_detection_free_parser
0.009885,provider,1521,gpt_5_5_parser,1,76,p4__V2,1.6546982910001589,True,1783558638.92373,vortex_open_detection_free_parser
0.009765,provider,1521,gpt_5_5_parser,1,72,p4__V2,1.7144291670001621,True,1783558638.980431,vortex_open_detection_free_parser
0.009795,provider,1521,gpt_5_5_parser,1,73,p4__V2,1.7395151250000254,True,1783558639.005207,vortex_open_detection_free_parser
0.010065,provider,1521,gpt_5_5_parser,1,82,p4__V2,1.7800008750000416,True,1783558639.049222,vortex_open_detection_free_parser
0.009795,provider,1521,gpt_5_5_parser,1,73,p4__V2,2.0802563749998626,True,1783558639.349055,vortex_open_detection_free_parser
0.009765,provider,1521,gpt_5_5_parser,1,72,p4__V2,2.148948707999807,True,1783558639.419127,vortex_open_detection_free_parser
0.009945,provider,1521,gpt_5_5_parser,1,78,p4__V2,2.189590916000043,True,1783558639.459161,vortex_open_detection_free_parser
0.00962,provider,1480,gpt_5_5_parser,1,74,p4__V2,1.7267606660000183,True,1783558640.6369128,vortex_open_detection_free_parser
0.00972,provider,1506,gpt_5_5_parser,1,73,p4__V2,1.845553541000072,True,1783558640.773557,vortex_open_detection_free_parser
0.017204,provider,2596,gemini_3_1_pro,1,1001,p4__V2,9.605103084000007,True,1783558469.00895,vortex_open_detection_free
0.018848,provider,2596,gemini_3_1_pro,1,1138,p4__V2,10.841788749999978,True,1783558470.261547,vortex_open_detection_free
0.01724,provider,2596,gemini_3_1_pro,1,1004,p4__V2,11.208267958999954,True,1783558470.6165,vortex_open_detection_free
0.019748,provider,2596,gemini_3_1_pro,1,1213,p4__V2,11.31568920799998,True,1783558470.707454,vortex_open_detection_free
0.01862,provider,2596,gemini_3_1_pro,1,1119,p4__V2,12.414501875000042,True,1783558471.838819,vortex_open_detection_free
0.013148,provider,2596,gemini_3_1_pro,1,663,p4__V2,12.633935833999999,True,1783558472.028221,vortex_open_detection_free
0.014888,provider,2596,gemini_3_1_pro,1,808,p4__V2,8.334725082999853,True,1783558478.620269,vortex_open_detection_free
0.017936,provider,2596,gemini_3_1_pro,1,1062,p4__V2,10.050295541999844,True,1783558479.0922759,vortex_open_detection_free
0.04258,provider,5192,gemini_3_1_pro,2,2683,p4__V2,13.54143924999994,True,1783558488.697821,vortex_open_detection_free
0.043168,provider,5192,gemini_3_1_pro,2,2732,p4__V2,13.30488483399995,True,1783558489.150442,vortex_open_detection_free
0.058775,provider,10295,claude_opus_4_8,1,292,p4__V2,6.099272583000015,True,1783558448.903956,vortex_open_detection_free
0.058,provider,10295,claude_opus_4_8,1,261,p4__V2,7.009867333999978,True,1783558449.824563,vortex_open_detection_free
0.0599,provider,10295,claude_opus_4_8,1,337,p4__V2,7.033492167000077,True,1783558449.827657,vortex_open_detection_free
0.059475,provider,10295,claude_opus_4_8,1,320,p4__V2,7.425005791999979,True,1783558450.2587452,vortex_open_detection_free
0.06105,provider,10295,claude_opus_4_8,1,383,p4__V2,8.362270500000022,True,1783558451.188256,vortex_open_detection_free
0.060775,provider,10295,claude_opus_4_8,1,372,p4__V2,8.410602416000074,True,1783558451.2067788,vortex_open_detection_free
0.061575,provider,10295,claude_opus_4_8,1,404,p4__V2,8.598923375000027,True,1783558451.4095192,vortex_open_detection_free
0.057375,provider,10295,claude_opus_4_8,1,236,p4__V2,9.256780375000062,True,1783558452.0767722,vortex_open_detection_free
0.058725,provider,10295,claude_opus_4_8,1,290,p4__V2,6.452902915999971,True,1783558456.300214,vortex_open_detection_free
0.0609,provider,10295,claude_opus_4_8,1,377,p4__V2,10.422124625000038,True,1783558459.359,vortex_open_detection_free
0.000695032,provider,5466,qwen3_vl,1,122,p4__V2,1.9433912499999906,True,1783558440.77618,vortex_open_detection_free
0.000695032,provider,5466,qwen3_vl,1,122,p4__V2,2.0449055420000377,True,1783558440.8528051,vortex_open_detection_free
0.000695032,provider,5466,qwen3_vl,1,122,p4__V2,2.1385673339999585,True,1783558440.9395561,vortex_open_detection_free
0.000695032,provider,5466,qwen3_vl,1,122,p4__V2,2.249803707999945,True,1783558441.087753,vortex_open_detection_free
0.000695032,provider,5466,qwen3_vl,1,122,p4__V2,2.291892542000028,True,1783558441.1059651,vortex_open_detection_free
0.000695032,provider,5466,qwen3_vl,1,122,p4__V2,2.3557065830000283,True,1783558441.154699,vortex_open_detection_free
0.000695032,provider,5466,qwen3_vl,1,122,p4__V2,2.553289542000016,True,1783558441.375696,vortex_open_detection_free
0.000695032,provider,5466,qwen3_vl,1,122,p4__V2,2.6602715829999397,True,1783558441.486048,vortex_open_detection_free
0.000675922,provider,5466,qwen3_vl,1,80,p4__V2,1.4000336670000024,True,1783558442.208359,vortex_open_detection_free
0.000687752,provider,5466,qwen3_vl,1,106,p4__V2,1.889059833000033,True,1783558442.7587872,vortex_open_detection_free
0.007205,provider,1075,gpt_5_5_parser,1,61,p5__V2,2.0829446669999925,True,1783558768.937689,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,2.0959997919999296,True,1783558768.953281,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,2.1208535830000983,True,1783558768.97827,vortex_open_detection_strict_parser
0.007205,provider,1075,gpt_5_5_parser,1,61,p5__V2,2.1328457920001256,True,1783558768.9858072,vortex_open_detection_strict_parser
0.007325,provider,1075,gpt_5_5_parser,1,65,p5__V2,2.3092861670002094,True,1783558769.166235,vortex_open_detection_strict_parser
0.007415,provider,1075,gpt_5_5_parser,1,68,p5__V2,2.3898522909998974,True,1783558769.246411,vortex_open_detection_strict_parser
0.007505,provider,1075,gpt_5_5_parser,1,71,p5__V2,2.4905705419998867,True,1783558769.347976,vortex_open_detection_strict_parser
0.008645,provider,1075,gpt_5_5_parser,1,109,p5__V2,3.58380666700009,True,1783558770.440346,vortex_open_detection_strict_parser
0.007445,provider,1075,gpt_5_5_parser,1,69,p5__V2,2.2933989589998873,True,1783558771.238443,vortex_open_detection_strict_parser
0.008525,provider,1081,gpt_5_5_parser,1,104,p5__V2,2.863669750000099,True,1783558771.8225868,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,1.5240600000001905,True,1783558750.984052,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,1.6421106249999866,True,1783558751.1053739,vortex_open_detection_strict_parser
0.007815,provider,1083,gpt_5_5_parser,1,80,p5__V2,2.047736708000002,True,1783558753.1593442,vortex_open_detection_strict_parser
0.01414,provider,1082,gpt_5_5_parser,1,291,p5__V2,5.352734708000071,True,1783558754.8130271,vortex_open_detection_strict_parser
0.017595,provider,1083,gpt_5_5_parser,1,406,p5__V2,6.833631999999852,True,1783558756.299018,vortex_open_detection_strict_parser
0.018765,provider,1089,gpt_5_5_parser,1,444,p5__V2,7.99889033300019,True,1783558757.462046,vortex_open_detection_strict_parser
0.020415,provider,1083,gpt_5_5_parser,1,500,p5__V2,8.197086958,True,1783558757.658155,vortex_open_detection_strict_parser
0.018525,provider,1083,gpt_5_5_parser,1,437,p5__V2,7.036502708000171,True,1783558758.026814,vortex_open_detection_strict_parser
0.020295,provider,1083,gpt_5_5_parser,1,496,p5__V2,8.716880958000047,True,1783558758.181607,vortex_open_detection_strict_parser
0.018135,provider,1083,gpt_5_5_parser,1,424,p5__V2,17.383329041000025,True,1783558766.8450959,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,2.2003641669998615,True,1783558745.821362,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,2.2050569579998864,True,1783558745.82739,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,2.2462620419998984,True,1783558745.869835,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,2.506730999999945,True,1783558746.128184,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,2.5864794589999747,True,1783558746.209902,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,2.9219817499999863,True,1783558746.547762,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,1.5331467089999933,True,1783558747.362103,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,1.6601181250000536,True,1783558747.4932969,vortex_open_detection_strict_parser
0.015685,provider,1085,gpt_5_5_parser,1,342,p5__V2,5.48103408399993,True,1783558749.107849,vortex_open_detection_strict_parser
0.007135,provider,1073,gpt_5_5_parser,1,59,p5__V2,5.825260791999881,True,1783558749.4500449,vortex_open_detection_strict_parser
0.013466,provider,2659,gemini_3_1_pro,1,679,p1__V2,8.074778584,True,1783558062.772407,vortex_closed_binary
0.015002,provider,2659,gemini_3_1_pro,1,807,p1__V2,9.899489833000075,True,1783558064.5923798,vortex_closed_binary
0.01763,provider,2659,gemini_3_1_pro,1,1026,p1__V2,10.70607587500001,True,1783558065.4127731,vortex_closed_binary
0.017774,provider,2659,gemini_3_1_pro,1,1038,p1__V2,11.370450791000053,True,1783558066.092426,vortex_closed_binary
0.018842,provider,2659,gemini_3_1_pro,1,1127,p1__V2,11.435779249999996,True,1783558066.152221,vortex_closed_binary
0.020846,provider,2659,gemini_3_1_pro,1,1294,p1__V2,12.687384749999978,True,1783558067.4206998,vortex_closed_binary
0.01529,provider,2659,gemini_3_1_pro,1,831,p1__V2,8.522208750000004,True,1783558071.327877,vortex_closed_binary
0.016226,provider,2659,gemini_3_1_pro,1,909,p1__V2,9.814791541999966,True,1783558074.42786,vortex_closed_binary
0.043576000000000004,provider,5318,gemini_3_1_pro,2,2745,p1__V2,13.548364250000077,True,1783558083.6203241,vortex_closed_binary
0.065322,provider,7977,gemini_3_1_pro,3,4114,p1__V2,13.696536082999955,True,1783558102.5219,vortex_closed_binary
0.05509,provider,10403,claude_opus_4_8,2,123,p1__V2,5.229355749999968,True,1783558049.129976,vortex_closed_binary
0.05509,provider,10403,claude_opus_4_8,2,123,p1__V2,4.555463791000079,True,1783558049.3104498,vortex_closed_binary
0.05539,provider,10403,claude_opus_4_8,2,135,p1__V2,5.648115917000041,True,1783558049.954459,vortex_closed_binary
0.05524,provider,10403,claude_opus_4_8,2,129,p1__V2,4.356087417000026,True,1783558051.277174,vortex_closed_binary
0.055465,provider,10403,claude_opus_4_8,2,138,p1__V2,4.372424000000024,True,1783558051.524267,vortex_closed_binary
0.05524,provider,10403,claude_opus_4_8,2,129,p1__V2,4.244122667000056,True,1783558051.658489,vortex_closed_binary
0.05464,provider,10403,claude_opus_4_8,2,105,p1__V2,5.039788375000057,True,1783558051.949537,vortex_closed_binary
0.05529,provider,10403,claude_opus_4_8,2,131,p1__V2,5.110951749999913,True,1783558052.173994,vortex_closed_binary
0.054965,provider,10403,claude_opus_4_8,1,118,p1__V2,4.507806916999925,True,1783558053.842756,vortex_closed_binary
0.055515,provider,10403,claude_opus_4_8,1,140,p1__V2,5.493642000000023,True,1783558054.6606238,vortex_closed_binary
0.00517375,provider,20503,qwen3_vl,1,64,p1__V2,6.004069249999986,True,1783556793.723735,vortex_closed_binary
0.000674466,provider,5508,qwen3_vl,1,66,p1__V2,1.5336974999999882,True,1783556795.288571,vortex_closed_binary
0.000671736,provider,5508,qwen3_vl,1,60,p1__V2,1.1404656249999903,True,1783556796.442997,vortex_closed_binary
0.00518125,provider,20503,qwen3_vl,2,74,p1__V2,9.60612949999998,True,1783556800.33152,vortex_closed_binary
0.0025747,provider,20503,qwen3_vl,2,93,p1__V2,9.769265791999999,True,1783556800.429034,vortex_closed_binary
0.000677196,provider,5508,qwen3_vl,2,72,p1__V2,9.675360249999983,True,1783556800.577709,vortex_closed_binary
0.000674466,provider,5508,qwen3_vl,2,66,p1__V2,1.5636310000000435,True,1783557455.643167,vortex_closed_binary
0.000674466,provider,5508,qwen3_vl,2,66,p1__V2,2.1284905409999624,True,1783557455.946531,vortex_closed_binary
0.000674466,provider,5508,qwen3_vl,2,66,p1__V2,2.2159046660000286,True,1783557456.0395079,vortex_closed_binary
0.00517825,provider,20503,qwen3_vl,2,70,p1__V2,7.71818695799999,True,1783557461.352911,vortex_closed_binary
0.00716,provider,1036,gpt_5_5_parser,1,66,p6__V1,1.8074109579999913,True,1783558844.0685408,vortex_open_detection_free_parser
0.00742,provider,1046,gpt_5_5_parser,1,73,p6__V1,1.955606416000137,True,1783558844.218071,vortex_open_detection_free_parser
0.00731,provider,1030,gpt_5_5_parser,1,72,p6__V1,2.064955417000192,True,1783558844.3260238,vortex_open_detection_free_parser
0.00736,provider,1040,gpt_5_5_parser,1,72,p6__V1,2.14797020900005,True,1783558844.407294,vortex_open_detection_free_parser
0.00729,provider,1044,gpt_5_5_parser,1,69,p6__V1,2.2614117079999687,True,1783558844.524555,vortex_open_detection_free_parser
0.007635,provider,1047,gpt_5_5_parser,1,80,p6__V1,2.6219123749999653,True,1783558844.8857532,vortex_open_detection_free_parser
0.008355,provider,1047,gpt_5_5_parser,1,104,p6__V1,2.9030303330000606,True,1783558845.163231,vortex_open_detection_free_parser
0.007565,provider,1057,gpt_5_5_parser,1,76,p6__V1,1.7053242090000822,True,1783558845.928985,vortex_open_detection_free_parser
0.00755,provider,1054,gpt_5_5_parser,1,76,p6__V1,1.912818666000021,True,1783558845.988126,vortex_open_detection_free_parser
0.008755,provider,1049,gpt_5_5_parser,1,117,p6__V1,3.7805172500000026,True,1783558846.0390432,vortex_open_detection_free_parser
0.01464,provider,1122,gpt_5_5_parser,1,301,p6__V1,6.3354320000000826,True,1783558816.623965,vortex_open_detection_free_parser
0.021405,provider,1137,gpt_5_5_parser,1,524,p6__V1,9.005726291999963,True,1783558819.2902,vortex_open_detection_free_parser
0.02278,provider,1148,gpt_5_5_parser,1,568,p6__V1,9.411956417000056,True,1783558819.699399,vortex_open_detection_free_parser
0.02815,provider,1154,gpt_5_5_parser,1,746,p6__V1,10.093905750000204,True,1783558820.383231,vortex_open_detection_free_parser
0.02493,provider,1116,gpt_5_5_parser,1,645,p6__V1,10.986927832999982,True,1783558827.616859,vortex_open_detection_free_parser
0.0191,provider,1126,gpt_5_5_parser,1,449,p6__V1,17.827951583999948,True,1783558828.113277,vortex_open_detection_free_parser
0.02073,provider,1134,gpt_5_5_parser,1,502,p6__V1,18.72868541699995,True,1783558829.015085,vortex_open_detection_free_parser
0.027575,provider,1147,gpt_5_5_parser,1,728,p6__V1,23.746860583999933,True,1783558834.034126,vortex_open_detection_free_parser
0.02962,provider,1184,gpt_5_5_parser,1,790,p6__V1,25.48353350000002,True,1783558835.773477,vortex_open_detection_free_parser
0.02822,provider,1144,gpt_5_5_parser,1,750,p6__V1,22.953290874999993,True,1783558842.2500212,vortex_open_detection_free_parser
0.00752,provider,1042,gpt_5_5_parser,1,77,p6__V1,1.7911978750000799,True,1783558807.203674,vortex_open_detection_free_parser
0.00774,provider,1056,gpt_5_5_parser,1,82,p6__V1,1.7949945829998342,True,1783558807.209514,vortex_open_detection_free_parser
0.007805,provider,1081,gpt_5_5_parser,1,80,p6__V1,1.9098785409998982,True,1783558807.324147,vortex_open_detection_free_parser
0.00765,provider,1056,gpt_5_5_parser,1,79,p6__V1,1.9233407910001006,True,1783558807.333141,vortex_open_detection_free_parser
0.008235,provider,1053,gpt_5_5_parser,1,99,p6__V1,2.0856102909999663,True,1783558807.49789,vortex_open_detection_free_parser
0.00755,provider,1060,gpt_5_5_parser,1,75,p6__V1,2.301148875000081,True,1783558807.710932,vortex_open_detection_free_parser
0.00839,provider,1042,gpt_5_5_parser,1,106,p6__V1,3.1701696249999713,True,1783558808.5842261,vortex_open_detection_free_parser
0.00803,provider,1048,gpt_5_5_parser,1,93,p6__V1,3.335538334000148,True,1783558808.745942,vortex_open_detection_free_parser
0.007675,provider,1061,gpt_5_5_parser,1,79,p6__V1,2.1412996669998847,True,1783558809.353448,vortex_open_detection_free_parser
0.00859,provider,1070,gpt_5_5_parser,1,108,p6__V1,3.060416832999863,True,1783558810.2742789,vortex_open_detection_free_parser
0.00966,provider,1488,gpt_5_5_parser,1,74,p6__B,1.6391247499998371,True,1783558801.998372,vortex_open_detection_free_parser
0.009835,provider,1487,gpt_5_5_parser,1,80,p6__B,1.8885052919999907,True,1783558802.245933,vortex_open_detection_free_parser
0.009715,provider,1481,gpt_5_5_parser,1,77,p6__B,1.8918139160000464,True,1783558802.250701,vortex_open_detection_free_parser
0.0099,provider,1488,gpt_5_5_parser,1,82,p6__B,1.9897577500000807,True,1783558802.345509,vortex_open_detection_free_parser
0.00985,provider,1490,gpt_5_5_parser,1,80,p6__B,2.1195073749997846,True,1783558802.47375,vortex_open_detection_free_parser
0.009795,provider,1485,gpt_5_5_parser,1,79,p6__B,2.1472783750000417,True,1783558802.5053492,vortex_open_detection_free_parser
0.009485,provider,1477,gpt_5_5_parser,1,70,p6__B,2.5887848750001012,True,1783558802.945537,vortex_open_detection_free_parser
0.009665,provider,1495,gpt_5_5_parser,1,73,p6__B,1.8988815000000159,True,1783558803.903847,vortex_open_detection_free_parser
0.00989,provider,1498,gpt_5_5_parser,1,80,p6__B,2.4925362500000574,True,1783558804.745451,vortex_open_detection_free_parser
0.009515,provider,1471,gpt_5_5_parser,1,72,p6__B,5.043293208000023,True,1783558805.4005802,vortex_open_detection_free_parser
0.02027,provider,1588,gpt_5_5_parser,1,411,p6__B,7.326403459000176,True,1783558785.770167,vortex_open_detection_free_parser
